Headline,Body ID,Stance,prob_0,prob_1,prob_2,prob_3
Someone Trolled Twitter Into Thinking Macklemore Joined ISIS,564,unrelated,1.8493713e-05,9.0643044e-07,0.0042980146,0.9956826
Priest who died for 48 minutes says he met God and she’s a woman,2240,agree,0.98483384,0.008117255,0.0070407535,8.089444e-06
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,1019,unrelated,3.4829586e-08,4.273788e-08,3.5702078e-07,0.9999995
Audio may have captured Michael Brown shooting,1438,unrelated,1.1959085e-07,6.096682e-07,1.7197866e-06,0.9999975
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,1899,unrelated,3.8283534e-07,1.9248727e-08,0.0050236713,0.9949759
Bugatti Veyron Vandalized With Penis Graffiti? Viral Photo Isn’t What It Seems,948,agree,0.9460059,0.017508907,0.036481578,3.5597577e-06
Dera Sacha Sauda Chief Forced Castration of 400 Devotees? CBI Files Case Against 'MSG: The Messenger of God' Actor,648,unrelated,8.721873e-06,1.160805e-05,5.617525e-05,0.99992347
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",298,unrelated,4.8396442e-09,1.7213121e-09,1.3039069e-06,0.9999987
White House Fence Jumper Actually Made It Pretty Far Inside,1804,unrelated,8.685148e-07,1.1791592e-07,1.8493898e-07,0.9999988
The Case of the Stolen Batmobile Has Been Solved,529,unrelated,8.0639225e-08,9.474128e-09,1.9954164e-06,0.999998
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,1837,disagree,0.029898359,0.96453553,0.0020975003,0.0034686043
Iraqi media says ISIS militants have contracted Ebola,2075,discuss,1.3855421e-05,7.9356937e-07,0.99998415,1.1752536e-06
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1385,unrelated,7.0448925e-07,2.7344994e-08,5.307157e-06,0.9999939
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,754,unrelated,2.7987313e-05,6.4935776e-08,0.017300291,0.9826717
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,115,unrelated,1.2563764e-07,1.7670118e-08,1.7722623e-06,0.9999981
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",35,unrelated,1.10468044e-07,5.754795e-09,4.6962306e-08,0.9999999
'Nasa Confirms Earth Will Experience 6 Days of Total Darkness in December' Fake News Story Goes Viral,2521,agree,0.9950734,0.0034654462,0.001460116,1.0215434e-06
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,2202,discuss,0.0013148477,9.235184e-06,0.9986726,3.3619929e-06
This Is The Most Epic Way To Quit Your Job,773,unrelated,2.8352034e-07,3.837023e-08,6.2124845e-06,0.99999344
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,1634,unrelated,2.814148e-08,1.9034072e-08,3.9157473e-07,0.9999995
Libya: Missing Libya Planes Spark Security Concerns,1022,unrelated,2.6094708e-06,1.44030885e-08,8.8823626e-08,0.99999726
Spec leak suggests Apple Watch will be on par with Android Wear rivals,1828,unrelated,3.9454884e-09,2.5118868e-10,3.6431595e-07,0.99999964
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1541,unrelated,5.545704e-06,3.5364785e-08,5.0511284e-07,0.9999939
Senator: Detainees swapped for Bergdahl have contacted militants,244,unrelated,5.1310522e-08,2.4391667e-08,1.4855824e-08,0.9999999
ISIS Militant “Jihadi John” Identified As Young West Londoner,1800,discuss,0.0064546904,1.905288e-05,0.99352324,3.0324607e-06
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,206,unrelated,2.3636294e-06,8.270792e-08,1.2303587e-05,0.9999852
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",2156,unrelated,1.9643979e-08,1.723581e-09,1.19088426e-07,0.9999999
That's one way to get through security! Frustrated traveller strips completely NAKED at airport to pass through metal detectors,2234,agree,0.97316146,0.0041235373,0.0196343,0.0030806593
Soldier shot at War Memorial; multiple shots fired in Parliament,1670,unrelated,8.43195e-08,9.661577e-09,9.122104e-08,0.99999976
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1630,agree,0.8565374,0.094401695,0.048987076,7.380603e-05
ISIS Beheads American Journalist James Foley in Video Message to U.S.,1873,unrelated,1.9946178e-07,7.0446866e-08,1.08620625e-07,0.99999964
DNA Tests Confirm Lebanon Is Holding ISIS Leader’s Child,2268,discuss,4.315587e-05,5.7882066e-06,0.9999509,1.1725294e-07
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',2234,unrelated,4.865243e-07,3.946889e-08,2.1162452e-06,0.9999974
US airstrike targets Al Shabaab leader Ahmed Abdi Godane in Somalia,1853,unrelated,3.278522e-08,5.4430975e-09,1.949106e-07,0.99999976
Big Bank Hank dead: Sugarhill Gang member and rapper dies aged 57,281,unrelated,4.3548297e-08,1.9697652e-08,8.308518e-07,0.99999905
Islamic State claims it executed American photojournalist James Foley,1589,discuss,0.002411175,9.583415e-07,0.9975799,7.992721e-06
Whiz kid stock picker: I didn't actually make $72M trading,1205,unrelated,0.00020682349,8.880784e-06,0.00044821954,0.99933606
'No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,1319,unrelated,4.2639783e-08,5.4440147e-08,4.0838074e-08,0.9999999
Man chops off own penis after being dumped by his girlfriend,195,unrelated,1.4699687e-07,1.5753903e-08,5.033824e-07,0.9999993
"Report: new 12-inch MacBook Air slims down, has single USB port",1344,discuss,0.00024131815,5.3873708e-05,0.99970335,1.4405847e-06
Isis claims it has US airdrop of weapons,104,unrelated,2.206236e-08,4.589199e-09,3.9759734e-06,0.99999595
Saudi cleric condemns snowmen as anti-Islamic,25,agree,0.9988445,0.0001705888,0.0009827705,2.0591208e-06
Apple Watch mass production kicks off in January: Report,2278,unrelated,7.663201e-08,5.4848073e-08,1.2319322e-07,0.99999976
Amazon plans a streaming-video alternative,1971,unrelated,4.1695145e-07,1.4405438e-06,3.7098246e-06,0.9999944
Watch US Marine get shot in HEAD by Taliban sniper - and live to tell tale,2421,unrelated,4.0748426e-07,8.3339316e-08,1.1852465e-05,0.9999876
Isilkulskom student has gained superhero powers after shock,1476,unrelated,7.37369e-08,3.5550336e-09,2.4792246e-06,0.9999975
BREAKING: ISIS Beheads American Journalist James Wright Foley,1336,agree,0.9986896,5.275502e-07,0.001298811,1.1094337e-05
Comcast Says You Can Keep Your Tor,2178,agree,0.73781854,0.029769346,0.23229696,0.00011515821
Macklemore Gets Twitter-Trolled with the #MacklemoreJoinedISIS,1413,agree,0.90798026,0.0059740474,0.085276455,0.0007692494
A Spider Lived Inside This Tourist’s Body For 3 Days After Burrowing Into His Skin Through A Scar,959,unrelated,7.827987e-09,9.6382715e-09,6.588137e-07,0.9999993
American Predator Drone Circling Islamic State’s Stronghold,1740,unrelated,0.0060226936,0.00028173,0.015616064,0.97807956
Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,874,unrelated,6.885672e-08,4.0148893e-09,2.4989404e-07,0.99999964
Report: Christian Bale Will Play Steve Jobs,571,unrelated,1.3887866e-07,3.2571688e-08,1.887077e-05,0.9999809
"No, Saudi TV Did Not Blur Out Images of Michelle Obama",984,unrelated,4.5642442e-05,3.532325e-06,0.0009342763,0.9990165
"UBS survey finds 10% of consumers want a smartwatch, expects 24M Apple Watch sales in fiscal 2015",1864,unrelated,5.4979573e-08,5.589031e-09,2.0286561e-05,0.9999796
Militant Group Says It Killed American Journalist in Syria,2386,discuss,0.0052725496,3.0748026e-05,0.9946167,8.001517e-05
Was The Batmobile Stolen In Detroit?,1419,unrelated,9.689244e-10,7.0135315e-09,1.431776e-06,0.99999857
British Man Slaps People If They Sneeze In Public,678,unrelated,2.5059816e-07,4.2389607e-09,1.4827549e-06,0.9999982
Graphic Photo: Oliver Ilic Uses Razor Blade To Slice Off Own Manhood After Girlfriend Broke Up With Him,513,unrelated,1.6651296e-07,2.5611586e-08,1.956101e-08,0.99999976
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,539,unrelated,2.1281716e-08,6.934391e-09,8.629833e-07,0.99999917
'The Force Awakens' Release Date: JJ Abrams Plan for an Early Release of 'Star Wars' Movie?,119,unrelated,1.0159588e-07,8.0929e-09,2.0189653e-07,0.99999964
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",608,discuss,2.6248304e-06,5.087556e-08,0.99999726,1.1048229e-07
"Nun gives birth, intends to keep baby",2492,agree,0.9607251,0.0006466537,0.037908863,0.0007193563
"Apple Watch Power Reserve feature will save battery life, report says",1223,unrelated,4.077231e-08,8.420584e-09,5.6793297e-08,0.9999999
ISIS leader dead?,1889,discuss,4.049426e-05,1.7266284e-05,0.999938,4.2289853e-06
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,1786,unrelated,2.3012628e-08,3.1662184e-09,2.250742e-05,0.99997747
ESPN’s Domestic Abuse Tonight Panel Will Be 100% Dudes,2181,disagree,0.04096367,0.951301,0.006774926,0.0009604051
"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",2093,discuss,0.0067819743,0.0014089822,0.9899933,0.0018157666
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,944,discuss,7.5911576e-06,8.815746e-06,0.99998295,6.146132e-07
James Foley remembered as 'brave and tireless' journalist,1116,discuss,0.012395705,9.359955e-06,0.98708457,0.0005103607
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,2360,unrelated,7.93174e-06,4.2970257e-08,1.9611466e-07,0.9999918
Bug in iOS 8's 'Reset All Settings' Option Also Erases iCloud Drive Documents,664,unrelated,3.4721415e-07,4.799012e-08,4.5926216e-05,0.9999536
ISIL Beheads American Photojournalist in Iraq,87,unrelated,2.7809497e-06,7.0595455e-08,7.724426e-06,0.9999894
London hip-hop artist Abdel-Majed Abdel Bary key suspect in hunt for killer of American journalist James Foley,8,unrelated,1.3556573e-08,2.9604745e-08,1.9797018e-07,0.99999976
Hero soldier Nathan Cirillo killed by convicted criminal Michael Zehaf-Bibeau,2246,agree,0.8908869,0.00021803977,0.108878806,1.622447e-05
Alleged audio of Michael Brown shooting released,2020,unrelated,8.9877354e-08,1.0282265e-07,2.2644642e-06,0.9999975
Boko Haram denies it has agreed ceasefire,1661,unrelated,2.4399887e-08,5.1711413e-09,2.179281e-05,0.9999782
11 jetliners 'missing' after Islamist takeover of airport,1575,unrelated,2.2759373e-08,2.4202735e-09,1.1626569e-06,0.9999988
Insurgents killed in Nigeria despite alleged truce with Boko Haram,2156,unrelated,1.5147931e-08,6.3365885e-10,2.5756924e-07,0.99999976
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",1034,unrelated,2.0114513e-08,6.819395e-09,1.2911496e-05,0.999987
"Priest Dies, Wakes Up, Claims God Is a Woman. Huh?",2434,unrelated,6.264341e-09,1.7252636e-09,2.8327802e-06,0.99999714
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",855,unrelated,2.2352262e-07,1.5802726e-08,3.6914364e-06,0.99999607
Teacher sex tape exposed as a FAKE after internet detectives trace the origin of pornographic clip,1357,unrelated,0.00013235534,1.3657621e-05,5.620214e-06,0.99984837
Utah man hospitalized after eggnog-chugging competition,1127,unrelated,1.4031361e-06,1.4846462e-07,1.4972609e-07,0.99999833
Journalist James Wright Foley reportedly beheaded by ISIS,933,discuss,1.3574429e-06,5.7809704e-08,0.999998,5.946573e-07
Isis claims it has US airdrop of weapons,1361,discuss,6.402673e-06,9.455497e-07,0.99998724,5.371801e-06
Jihadi John identity revealed as Mohammed Emwazi: live,1424,discuss,0.005235395,0.0003302837,0.9944305,3.868606e-06
It’s Okay To Laugh About The Fact That The Vogue Rat Infestation is Getting Worse,2123,unrelated,9.261451e-09,8.232295e-09,8.9322555e-07,0.99999905
Watch marine take sniper shot to the head and live,666,unrelated,5.5508104e-07,2.779744e-08,1.6334893e-07,0.9999993
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,2317,discuss,0.0022475505,0.00012929716,0.997621,2.1114156e-06
Media reports identify Londoner as Islamic State's ‘Jihadi John’,1346,discuss,1.602167e-05,4.0025725e-06,0.9999794,5.801854e-07
US hostage Luke Somers dies after rescue bid,271,unrelated,2.6920603e-07,2.9540777e-08,1.9291585e-06,0.99999774
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",1883,unrelated,1.5632033e-08,1.962143e-09,1.6129938e-08,1.0
ISIS Releases YouTube Video Showing 10-Year-Old 'Martyr' Allegedly Killed in Battle,2367,unrelated,1.2508086e-06,7.805896e-06,3.4521792e-05,0.99995637
Seth Rogen to play Woz in Jobs biopic,1681,unrelated,9.9653565e-09,1.5279081e-08,2.6535738e-06,0.9999974
Small Meteorite Strikes in Nicaragua's Capital City of Managua,971,unrelated,2.5291013e-07,2.4379382e-08,2.2545393e-08,0.99999964
A Spider Lived Inside This Tourist’s Body For 3 Days After Burrowing Into His Skin Through A Scar,1708,unrelated,1.6592287e-08,1.032009e-07,2.1295898e-06,0.99999774
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,1256,unrelated,5.2320434e-08,1.1572789e-09,1.94592e-08,0.9999999
Insurgents killed in Nigeria despite alleged truce with Boko Haram,40,unrelated,3.174453e-09,1.3016751e-09,3.8119006e-06,0.9999962
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1458,unrelated,1.5989853e-08,1.0788632e-08,4.180262e-07,0.9999995
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,225,unrelated,3.3401764e-07,1.2880541e-08,2.3365149e-06,0.99999726
Christian Bale to Play Steve Jobs in New Movie,91,unrelated,1.2823784e-07,1.4253691e-08,2.3570166e-08,0.9999999
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1302,unrelated,5.0949645e-09,4.671471e-09,4.317948e-06,0.9999957
This Powerful Cartoon About The Charlie Hebdo Attack Is Not By Banksy,614,unrelated,2.3465695e-08,1.844723e-08,5.456156e-08,0.9999999
US officials: Video shows American's execution,1574,unrelated,4.9913774e-07,6.397133e-08,3.3328586e-06,0.99999607
Audio of gunfire in Michael Brown case authenticated by app company,1403,unrelated,6.1560777e-06,1.5832347e-05,1.7945338e-06,0.99997616
DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,2039,unrelated,1.0117041e-06,2.4057446e-08,2.2806334e-07,0.9999987
Cesar Millan is Not Dead: Dog Whisperer Death Hoax Circulates,1175,unrelated,1.505232e-06,2.7878441e-08,9.5670565e-08,0.99999833
Nigeria Boko Haram blamed for raids despite truce claim,125,unrelated,4.0611997e-08,1.020054e-09,1.0582434e-05,0.9999894
Dera Sacha Sauda Chief Forced Castration of 400 Devotees? CBI Files Case Against 'MSG: The Messenger of God' Actor,789,unrelated,4.4332186e-08,2.7129858e-09,7.509395e-08,0.9999999
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",938,unrelated,5.511523e-08,8.389218e-09,1.155925e-06,0.9999988
Islamic State claims to have beheaded American journalist,938,unrelated,1.15391785e-07,3.7380612e-08,0.00015046605,0.9998493
ISIL Beheads American Photojournalist in Iraq,847,discuss,0.0007156613,7.4932523e-06,0.99922717,4.967257e-05
Willie Nelson Dead? Internet Freaks Out As Another Celebrity Death Hoax Makes The Rounds,185,unrelated,5.5572936e-08,1.604911e-07,1.0327776e-06,0.9999988
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,1649,discuss,0.00018460171,5.8452162e-05,0.9997551,1.8196813e-06
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",2037,discuss,0.005866015,0.00028635483,0.99384356,4.14274e-06
Samsung is reportedly making a secret new chip in the Apple Watch,1854,unrelated,9.444706e-09,1.097801e-09,1.5422847e-06,0.99999845
Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,1175,unrelated,7.343758e-07,1.8151664e-07,2.2994266e-07,0.9999988
ISIS Video Claims to Show Beheading of British Hostage,1178,unrelated,1.3027493e-08,2.9989105e-09,1.683119e-05,0.9999832
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,2096,unrelated,1.9486154e-07,5.9285686e-08,0.0020368083,0.99796295
The Pumpkin-Spice Condom Is Just a Figment of Your Own Gross Imagination,2152,unrelated,1.5054742e-07,2.0457692e-08,2.7902504e-07,0.9999995
Video: Marine survives Taliban sniper headshot thanks to helmet,1361,unrelated,1.1654081e-07,1.716559e-08,6.9486446e-06,0.99999297
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,524,unrelated,1.6960236e-07,1.11992655e-08,5.899911e-07,0.9999993
Macaulay Culkin Dead?,804,discuss,0.007002684,0.00010787375,0.9926904,0.0001990375
Police find mass graves with at least '15 bodies' near Mexico town where 43 students disappeared after police clash,1678,unrelated,4.369944e-08,6.5032877e-09,6.357588e-08,0.9999999
Government fires employee who skipped work for 24 years,574,unrelated,1.9630438e-08,8.898617e-09,1.2196292e-06,0.9999988
BREAKING: ISIS Beheads American Journalist James Wright Foley,155,unrelated,1.1605873e-07,6.8071784e-09,1.6630457e-06,0.9999982
NEWS/ Meet the Teletubbies Sun Baby: 19-Year-Old Jess Smith Reveals Herself as the Smiling Face Who Looked Over Teletubbyland,979,unrelated,5.604408e-06,3.4000884e-06,2.436375e-06,0.99998856
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,56,unrelated,8.508555e-08,3.017382e-09,7.145989e-07,0.99999917
James Foley remembered as 'brave and tireless' journalist,1385,unrelated,7.82975e-07,6.4075216e-08,5.4158577e-06,0.9999937
400 men cut their testicles off believing it would help them meet God,1572,unrelated,1.0121087e-06,2.5246468e-08,1.2574849e-05,0.9999864
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,1949,agree,0.7994885,0.0009612127,0.17962983,0.019920448
Air travelers wary of Ebola fears seen with surgical masks ... and a HAZMAT suit,1885,unrelated,4.309561e-07,5.9047855e-09,1.9518434e-07,0.9999994
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,587,agree,0.9502345,7.5723176e-05,0.049687117,2.7592764e-06
"Apple Watch Gold Edition may cost as much as $5,000",385,unrelated,5.674522e-08,2.8957632e-09,8.370244e-08,0.9999999
Seth Rogen to play Woz in Jobs biopic,1058,unrelated,3.550547e-07,4.9371735e-08,3.864089e-07,0.99999917
"Despite no Ebola case in Kansas City, the rumor goes viral",1843,unrelated,5.8268096e-08,1.235857e-08,2.534969e-07,0.99999964
Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES),125,unrelated,8.717514e-08,5.948012e-09,2.5631266e-07,0.99999964
Widower Cries Tears Of Joy After Hearing Late Wife's Voice Again,1294,unrelated,9.08173e-08,1.06635e-08,1.3634365e-06,0.99999857
"Tim Cook Reportedly Showers with Apple Watch, Suggesting It’s Waterproof",40,unrelated,4.6241397e-09,1.5699998e-08,8.686443e-07,0.99999917
"Tim Cook Reportedly Showers with Apple Watch, Suggesting It’s Waterproof",1680,discuss,0.034184817,0.0012494868,0.9638782,0.0006874675
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,908,unrelated,1.9817918e-08,2.091233e-09,2.334909e-07,0.99999976
Apple Reportedly Relying More Heavily on Samsung for iPhone 6 and Apple Watch Components,1726,unrelated,2.4590834e-08,1.9995907e-08,7.4254604e-07,0.99999917
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,1352,discuss,0.00018152331,2.2621998e-05,0.99979573,1.8459309e-07
"Want a Gold Apple Watch? All You Need is $5,000",1240,unrelated,2.9805144e-06,5.500234e-08,1.5302125e-05,0.99998164
Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,1541,unrelated,9.1296437e-07,9.170734e-09,1.4030348e-06,0.9999976
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1071,unrelated,2.7215407e-08,4.238057e-09,1.278142e-06,0.9999987
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,132,unrelated,1.6661549e-09,7.184673e-09,1.3084775e-05,0.9999869
Gateway Pundit,913,unrelated,0.00023999938,4.427268e-05,0.022133293,0.9775824
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,1459,discuss,5.626235e-06,1.4443353e-07,0.99999416,8.955962e-08
First bendgate... now it's HAIRGATE: Angry iPhone 6 owners claim design is causing chunks of their hair to be ripped out when they make a phone call,22,unrelated,6.64056e-06,2.494629e-06,0.00015350302,0.9998373
Pentagon: ISIS Got U.S. Weapons Package,1785,unrelated,0.00010841987,1.9174372e-06,0.0006473237,0.9992423
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,280,unrelated,1.15088795e-07,2.2670845e-08,2.4484843e-05,0.9999753
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,968,unrelated,1.12519984e-07,7.4086205e-07,5.6111463e-07,0.99999857
Robert Plant Reportedly Tears Up $800 Million Led Zeppelin Reunion Contract,2197,unrelated,1.1250518e-08,4.41946e-09,9.443055e-07,0.99999905
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2386,discuss,0.0022177503,7.631751e-06,0.99775606,1.8631035e-05
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1896,discuss,8.440739e-06,2.3954804e-06,0.9999887,4.588321e-07
Jordanian airstrike killed American aid worker held hostage by ISIS according to statement by militants,1769,unrelated,3.231213e-08,1.0400739e-08,1.2798423e-06,0.9999987
"Hostage David Haines' Murder 'Evil', PM Says",1528,unrelated,6.41677e-07,2.5989852e-08,1.00968975e-07,0.9999993
Newly Discovered Mass Grave Linked to Missing Mexican Students,461,discuss,0.001601431,0.04246019,0.95589954,3.8904775e-05
The pumpkin spice condom is not happening,703,unrelated,4.889277e-07,6.68297e-07,3.5764162e-07,0.99999845
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",2498,unrelated,1.2065782e-06,1.8425334e-08,4.193753e-08,0.9999987
Seven girls as young as 13 become pregnant on a school trip,208,unrelated,3.143686e-07,6.849179e-08,9.7658514e-08,0.9999995
Research Medical Center denies reports that a patient has Ebola,1015,agree,0.98822147,0.00018395094,0.011593385,1.2021922e-06
"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",227,unrelated,2.3721393e-08,7.0890858e-09,2.645939e-08,1.0
Magic mushrooms found at Buckingham Palace,1047,unrelated,1.8747413e-07,1.5266655e-08,1.7565899e-06,0.9999981
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",846,unrelated,1.5905806e-06,6.847477e-07,0.054888908,0.9451088
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,1829,unrelated,2.6181413e-06,2.7686158e-07,3.980413e-07,0.99999666
BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,2087,unrelated,1.6144417e-09,2.6161362e-10,2.5024633e-06,0.9999975
US drones hunt Isis leader in Syria,1213,unrelated,3.5433516e-07,2.8288184e-07,3.5571622e-07,0.99999905
Nigeria Boko Haram blamed for raids despite truce claim,840,discuss,1.0851863e-05,2.8813567e-06,0.9999863,8.073211e-09
Big Bank Hank of The Sugarhill Gang is dead at 57,1979,unrelated,7.2095804e-07,1.4043246e-08,1.6941691e-07,0.99999905
